Symbol,Description,GICS sector,Category1,Category2,Category3,Market Cap,Average Volume,Actions,Industry,,,,,,,,,
ARMP,"Armata Pharmaceuticals, Inc.",Health Care,US Equity,Common stocks,Micro cap,69397836,"15,982",Analyze,Biotechnology,,,,,,,,,
GMVD,G Medical Innovations Holdings Ltd.,Health Care,US Equity,Common stocks,Micro cap,67748813,"273,996",Analyze,Biotechnology,,,,,,,,,
IMPL,"Impel NeuroPharma, Inc",Health Care,US Equity,Common stocks,Micro cap,67418229,"47,772",Analyze,Biotechnology,,,,,,,,,
VTVT,vTv Therapeutics Inc Class A,Health Care,US Equity,Common stocks,Micro cap,67223970,"51,775",Analyze,Biotechnology,,,,,,,,,
ELYM,"Eliem Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,66950556,"1,668",Analyze,Biotechnology,,,,,,,,,
CRDF,"Cardiff Oncology, Inc.",Health Care,US Equity,Common stocks,Micro cap,66568982,"268,587",Analyze,Biotechnology,,,,,,,,,
APTO,Aptose Biosciences Inc.,Health Care,US Equity,Common stocks,Micro cap,66461438,"196,652",Analyze,Biotechnology,,,,,,,,,
AMPE,Ampio Pharmaceuticals Inc,Health Care,US Equity,Common stocks,Micro cap,65623191,"168,026",Analyze,Biotechnology,,,,,,,,,
AXLA,Axcella Health Inc.,Health Care,US Equity,Common stocks,Micro cap,64831233,"119,519",Analyze,Biotechnology,,,,,,,,,
SPRO,Spero Therapeutics,Health Care,US Equity,Common stocks,Micro cap,64173483,"568,059",Analyze,Biotechnology,,,,,,,,,
ENOB,"Enochian Biosciences, Inc.",Health Care,US Equity,Common stocks,Micro cap,64069460,"56,257",Analyze,Biotechnology,,,,,,,,,
ADVM,Adverum Biotechnologies Inc,Health Care,US Equity,Common stocks,Micro cap,63906359,"470,173",Analyze,Biotechnology,,,,,,,,,
LBPH,"Longboard Pharmaceuticals, Inc.",Health Care,US Equity,Common stocks,Micro cap,63650176,"20,576",Analyze,Biotechnology,,,,,,,,,
OCUP,"Ocuphire Pharma, Inc.",Health Care,US Equity,Common stocks,Micro cap,63461396,"179,583",Analyze,Biotechnology,,,,,,,,,
XLO,"Xilio Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,62635264,"26,665",Analyze,Biotechnology,,,,,,,,,
QLGN,"Qualigen Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,62460821,"51,954",Analyze,Biotechnology,,,,,,,,,
TLSA,Tiziana Life Sciences plc  ADRs,Health Care,US Equity,ADRs,Micro cap,62386295,"46,713",Analyze,Biotechnology,,,,,,,,,
BDTX,"Black Diamond Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,62186212,"108,101",Analyze,Biotechnology,,,,,,,,,
EYEN,Eyenovia Inc.,Health Care,US Equity,Common stocks,Micro cap,61241023,"189,285",Analyze,Biotechnology,,,,,,,,,
ONCT,"Oncternal Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,60843984,"317,898",Analyze,Biotechnology,,,,,,,,,
ABEO,Abeona Therapeutics Inc,Health Care,US Equity,Common stocks,Micro cap,60630570,"383,660",Analyze,Biotechnology,,,,,,,,,
GNPX,Genprex Inc.,Health Care,US Equity,Common stocks,Micro cap,60102212,"84,789",Analyze,Biotechnology,,,,,,,,,
PASG,"Passage Bio, Inc.",Health Care,US Equity,Common stocks,Micro cap,60008589,"221,948",Analyze,Biotechnology,,,,,,,,,
CYBN,Cybin Inc.,Health Care,US Equity,Common stocks,Micro cap,59878957,"988,766",Analyze,Biotechnology,,,,,,,,,
RZLT,Rezolute Inc.,Health Care,US Equity,Common stocks,Micro cap,59660659,"37,783",Analyze,Biotechnology,,,,,,,,,
LIFE,Atyr Pharma Inc,Health Care,US Equity,Common stocks,Micro cap,59253845,"110,402",Analyze,Biotechnology,,,,,,,,,
CRTX,"Cortexyme, Inc.",Health Care,US Equity,Common stocks,Micro cap,58794128,"259,340",Analyze,Biotechnology,,,,,,,,,
ACHL,Achilles Therapeutics plc,Health Care,US Equity,Common stocks,Micro cap,58731975,"128,610",Analyze,Biotechnology,,,,,,,,,
INAB,"IN8BIO, INC.",Health Care,US Equity,Common stocks,Micro cap,58315134,"50,747",Analyze,Biotechnology,,,,,,,,,
PLX,Protalix Biotherapeutics Inc. (De),Health Care,US Equity,Common stocks,Micro cap,58211489,"161,631",Analyze,Biotechnology,,,,,,,,,
BCLI,Brainstorm Cell Therapeutics Inc,Health Care,US Equity,Common stocks,Micro cap,57283303,"398,782",Analyze,Biotechnology,,,,,,,,,
ASMB,Assembly Biosciences Inc,Health Care,US Equity,Common stocks,Micro cap,57072582,"223,778",Analyze,Biotechnology,,,,,,,,,
OCX,Oncocyte Corp,Health Care,US Equity,Common stocks,Micro cap,56949034,"466,791",Analyze,Biotechnology,,,,,,,,,
EQ,"Equillium, Inc.",Health Care,US Equity,Common stocks,Micro cap,56897991,"24,782",Analyze,Biotechnology,,,,,,,,,
CGTX,"Cognition Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,56095518,"400,627",Analyze,Biotechnology,,,,,,,,,
ORTX,Orchard Therapeutics plc ADRs,Health Care,US Equity,ADRs,Micro cap,55490096,"211,250",Analyze,Biotechnology,,,,,,,,,
RCOR,"Renovacor, Inc.",Health Care,US Equity,Common stocks,Micro cap,55262128,"27,139",Analyze,Biotechnology,,,,,,,,,
MDWD,Mediwound Ltd.,Health Care,US Equity,Common stocks,Micro cap,54992516,"181,785",Analyze,Biotechnology,,,,,,,,,
ICCC,Immucell Corp,Health Care,US Equity,Common stocks,Micro cap,54847797,"16,080",Analyze,Biotechnology,,,,,,,,,
LTRN,Lantern Pharma Inc.,Health Care,US Equity,Common stocks,Micro cap,54773767,"37,618",Analyze,Biotechnology,,,,,,,,,
BNOX,Bionomics Limited ADRs,Health Care,US Equity,ADRs,Micro cap,54669595,"21,395",Analyze,Biotechnology,,,,,,,,,
TALS,"Talaris Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,54656586,"110,047",Analyze,Biotechnology,,,,,,,,,
SURF,Surface Oncology Inc,Health Care,US Equity,Common stocks,Micro cap,53585955,"278,810",Analyze,Biotechnology,,,,,,,,,
PMCB,PharmaCyte Biotech Inc.,Health Care,US Equity,Common stocks,Micro cap,53113288,"103,741",Analyze,Biotechnology,,,,,,,,,
AKBA,Akebia Therapeutics Inc,Health Care,US Equity,Common stocks,Micro cap,52429194,"1,486,103",Analyze,Biotechnology,,,,,,,,,
BOLT,"Bolt Biotherapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,52348641,"330,496",Analyze,Biotechnology,,,,,,,,,
TCRR,TCR2 Therapeutics Inc.,Health Care,US Equity,Common stocks,Micro cap,51220606,"242,240",Analyze,Biotechnology,,,,,,,,,
AVTX,"Avalo Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,51212726,"15,914",Analyze,Biotechnology,,,,,,,,,
INZY,"Inozyme Pharma, Inc.",Health Care,US Equity,Common stocks,Micro cap,50896897,"137,698",Analyze,Biotechnology,,,,,,,,,
LPTX,Leap Therapeutics Inc,Health Care,US Equity,Common stocks,Micro cap,50382076,"512,524",Analyze,Biotechnology,,,,,,,,,
HOWL,"Werewolf Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,50113776,"100,437",Analyze,Biotechnology,,,,,,,,,
EVAX,Evaxion Biotech A/S ADRs,Health Care,US Equity,ADRs,Micro cap,50050757,"22,611",Analyze,Biotechnology,,,,,,,,,
SLS,Sellas Life Sciences Group Inc,Health Care,US Equity,Common stocks,Micro cap,49941161,"425,951",Analyze,Biotechnology,,,,,,,,,
SYBX,Synlogic,Health Care,US Equity,Common stocks,Micro cap,49596674,"159,573",Analyze,Biotechnology,,,,,,,,,
RPHM,"Reneo Pharmaceuticals, Inc.",Health Care,US Equity,Common stocks,Micro cap,49549885,"16,161",Analyze,Biotechnology,,,,,,,,,
ORGS,Orgenesis Inc.,Health Care,US Equity,Common stocks,Micro cap,49047850,"53,501",Analyze,Biotechnology,,,,,,,,,
AQST,Aquestive Therapeutics Inc.,Health Care,US Equity,Common stocks,Micro cap,48751244,"287,663",Analyze,Biotechnology,,,,,,,,,
IMUX,"Immunic, Inc.",Health Care,US Equity,Common stocks,Micro cap,48684318,"1,091,431",Analyze,Biotechnology,,,,,,,,,
IMNM,"Immunome, Inc.",Health Care,US Equity,Common stocks,Micro cap,48509540,"23,620",Analyze,Biotechnology,,,,,,,,,
CRVS,Corvus Pharmaceuticals Inc,Health Care,US Equity,Common stocks,Micro cap,48415651,"135,373",Analyze,Biotechnology,,,,,,,,,
CADL,"Candel Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,48253053,"19,113",Analyze,Biotechnology,,,,,,,,,
ADAG,Adagene Inc. ADRs,Health Care,US Equity,ADRs,Micro cap,48199735,"54,771",Analyze,Biotechnology,,,,,,,,,
GRTX,"Galera Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,48165112,"89,075",Analyze,Biotechnology,,,,,,,,,
BIOR,"Biora Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,48026317,"1,766,747",Analyze,Biotechnology,,,,,,,,,
CYT,"Cyteir Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,47133753,"48,672",Analyze,Biotechnology,,,,,,,,,
HOOK,HOOKIPA Pharma Inc.,Health Care,US Equity,Common stocks,Micro cap,46494242,"399,578",Analyze,Biotechnology,,,,,,,,,
RFL,Rafael Holdings Inc Class B,Real Estate,US Equity,Common stocks,Micro cap,45239288,"44,254",Analyze,Biotechnology,,,,,,,,,
SABS,"SAB Biotherapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,45182429,"65,473",Analyze,Biotechnology,,,,,,,,,
AGTC,Applied Genetic Technologies Corp,Health Care,US Equity,Common stocks,Micro cap,44775976,"971,699",Analyze,Biotechnology,,,,,,,,,
FNCH,"Finch Therapeutics Group, Inc.",Health Care,US Equity,Common stocks,Micro cap,44544838,"34,136",Analyze,Biotechnology,,,,,,,,,
SNSE,"Sensei Biotherapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,44237219,"54,544",Analyze,Biotechnology,,,,,,,,,
PYXS,"Pyxis Oncology, Inc.",Health Care,US Equity,Common stocks,Micro cap,44222543,"288,465",Analyze,Biotechnology,,,,,,,,,
INFI,Infinity Pharmaceuticals Inc,Health Care,US Equity,Common stocks,Micro cap,44005064,"919,955",Analyze,Biotechnology,,,,,,,,,
JNCE,Jounce Therapeutics Inc,Health Care,US Equity,Common stocks,Micro cap,43836713,"457,333",Analyze,Biotechnology,,,,,,,,,
GTBP,GT Biopharma Inc,Health Care,US Equity,Common stocks,Micro cap,43627345,"54,803",Analyze,Biotechnology,,,,,,,,,
MBIO,Mustang Bio Inc.,Health Care,US Equity,Common stocks,Micro cap,43130355,"314,819",Analyze,Biotechnology,,,,,,,,,
CDTX,Cidara Therapeutics Inc,Health Care,US Equity,Common stocks,Micro cap,42111438,"312,421",Analyze,Biotechnology,,,,,,,,,
BLRX,BioLineRX Ltd. ADRs,Health Care,US Equity,ADRs,Micro cap,41836655,"609,857",Analyze,Biotechnology,,,,,,,,,
APLT,"Applied Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,41335508,"527,648",Analyze,Biotechnology,,,,,,,,,
TARA,"ArTara Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,41238644,"26,217",Analyze,Biotechnology,,,,,,,,,
NCNA,NuCana plc ADRs,Health Care,US Equity,ADRs,Micro cap,41039570,"62,152",Analyze,Biotechnology,,,,,,,,,
AMTI,Applied Molecular Transport Inc.,Health Care,US Equity,Common stocks,Micro cap,40890252,"195,235",Analyze,Biotechnology,,,,,,,,,
LUMO,"Lumos Pharma, Inc.",Health Care,US Equity,Common stocks,Micro cap,40553033,"44,341",Analyze,Biotechnology,,,,,,,,,
TCRX,"TScan Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,40523982,"24,091",Analyze,Biotechnology,,,,,,,,,
AKTX,Akari Therapeutics PLC ADRs,Health Care,US Equity,ADRs,Micro cap,40180218,"94,501",Analyze,Biotechnology,,,,,,,,,
ACXP,"Acurx Pharmaceuticals, LLC",Health Care,US Equity,Common stocks,Micro cap,39994501,"20,584",Analyze,Biotechnology,,,,,,,,,
NXTC,"NextCure, Inc.",Health Care,US Equity,Common stocks,Micro cap,39439841,"132,500",Analyze,Biotechnology,,,,,,,,,
DYAI,"Dyadic International, Inc.",Health Care,US Equity,Common stocks,Micro cap,39417078,"54,957",Analyze,Biotechnology,,,,,,,,,
CNTB,Connect Biopharma Holdings Ltd ADRs,Health Care,US Equity,ADRs,Micro cap,39208831,"33,622",Analyze,Biotechnology,,,,,,,,,
PHAS,"Phasebio Pharmaceuticals, Inc.",Health Care,US Equity,Common stocks,Micro cap,39025516,"9,647,464",Analyze,Biotechnology,,,,,,,,,
UBX,Unity Biotechnology Inc,Health Care,US Equity,Common stocks,Micro cap,38886916,"286,120",Analyze,Biotechnology,,,,,,,,,
GANX,"Gain Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,38858613,"19,340",Analyze,Biotechnology,,,,,,,,,
ALGS,"Aligos Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,38555441,"74,797",Analyze,Biotechnology,,,,,,,,,
SQZ,SQZ Biotechnologies Company,Health Care,US Equity,Common stocks,Micro cap,38285801,"73,090",Analyze,Biotechnology,,,,,,,,,
SNPX,"Synaptogenix, Inc",Health Care,US Equity,Common stocks,Micro cap,38075141,"77,060",Analyze,Biotechnology,,,,,,,,,
NYMX,Nymox Pharmaceutical Corp,Health Care,US Equity,Common stocks,Micro cap,38016359,"389,635",Analyze,Biotechnology,,,,,,,,,
FRLN,Freeline Therapeutics Holdings plc  ADRs,Health Care,US Equity,Common stocks,Micro cap,37943824,"22,896",Analyze,Biotechnology,,,,,,,,,
VYNT,"Vyant Bio, Inc.",Health Care,US Equity,Common stocks,Micro cap,37559274,"26,805",Analyze,Biotechnology,,,,,,,,,
DMAC,Diamedica Therapeutics Inc.,Health Care,US Equity,Common stocks,Micro cap,37549155,"66,941",Analyze,Biotechnology,,,,,,,,,
MBRX,Moleculin Biotech Inc.,Health Care,US Equity,Common stocks,Micro cap,36929897,"103,685",Analyze,Biotechnology,,,,,,,,,
AVRO,Avrobio Inc.,Health Care,US Equity,Common stocks,Micro cap,36774611,"422,961",Analyze,Biotechnology,,,,,,,,,
LPCN,Lipocine Inc,Health Care,US Equity,Common stocks,Micro cap,36731978,"155,077",Analyze,Biotechnology,,,,,,,,,
CLVS,Clovis Oncology Inc,Health Care,US Equity,Common stocks,Micro cap,36528726,"8,047,185",Analyze,Biotechnology,,,,,,,,,
MDNA,Medicenna Therapeutics Corp.,Health Care,US Equity,Common stocks,Micro cap,36225411,"216,724",Analyze,Biotechnology,,,,,,,,,
ASLN,ASLAN Pharmaceuticals Limited ADRs,Health Care,US Equity,ADRs,Micro cap,36148664,"98,644",Analyze,Biotechnology,,,,,,,,,
UPC,Universe Pharmaceuticals Inc,Health Care,US Equity,Common stocks,Micro cap,35561250,"197,033",Analyze,Biotechnology,,,,,,,,,
GLTO,Galecto Inc.,Health Care,US Equity,Common stocks,Micro cap,35557630,"52,210",Analyze,Biotechnology,,,,,,,,,
MEIP,MEI  Pharma Inc,Health Care,US Equity,Common stocks,Micro cap,34647825,"2,175,538",Analyze,Biotechnology,,,,,,,,,
PPBT,Purple Biotech Ltd. ADRs,Health Care,US Equity,ADRs,Micro cap,34408336,"43,209",Analyze,Biotechnology,,,,,,,,,
MNPR,Monopar Therapeutics Inc.,Health Care,US Equity,Common stocks,Micro cap,34067698,"25,018",Analyze,Biotechnology,,,,,,,,,
BTTX,"Better Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,33479407,"34,277",Analyze,Biotechnology,,,,,,,,,
ELDN,"Eledon Pharmaceuticals, Inc.",Health Care,US Equity,Common stocks,Micro cap,33153859,"8,840",Analyze,Biotechnology,,,,,,,,,
PTN,Palatin Technologies Inc,Health Care,US Equity,Common stocks,Micro cap,32482062,"36,359",Analyze,Biotechnology,,,,,,,,,
BCDA,"BioCardia, Inc.",Health Care,US Equity,Common stocks,Micro cap,32472307,"18,895",Analyze,Biotechnology,,,,,,,,,
PSTI,"Pluristem Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,32347584,"170,627",Analyze,Biotechnology,,,,,,,,,
BCEL,"Atreca, Inc. - Class A",Health Care,US Equity,Common stocks,Micro cap,31514034,"176,530",Analyze,Biotechnology,,,,,,,,,
TCON,Tracon Pharmaceuticals Inc,Health Care,US Equity,Common stocks,Micro cap,31061607,"62,846",Analyze,Biotechnology,,,,,,,,,
VCNX,"Vaccinex, Inc.",Health Care,US Equity,Common stocks,Micro cap,30295743,"77,997",Analyze,Biotechnology,,,,,,,,,
ABIO,Arca Biopharma Inc,Health Care,US Equity,Common stocks,Micro cap,30259859,"23,362",Analyze,Biotechnology,,,,,,,,,
CYCN,"Cyclerion Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,30010987,"137,441",Analyze,Biotechnology,,,,,,,,,
NTRB,Nutriband Inc.,Health Care,US Equity,Common stocks,Micro cap,29609311,"9,568",Analyze,Biotechnology,,,,,,,,,
TFFP,"TFF Pharmaceuticals, Inc.",Health Care,US Equity,Common stocks,Micro cap,29600977,"308,568",Analyze,Biotechnology,,,,,,,,,
KTTA,Pasithea Therapeutics Corp.,Health Care,US Equity,Common stocks,Micro cap,29541175,"35,716",Analyze,Biotechnology,,,,,,,,,
PCSA,Processa Pharmaceuticals Inc.,Health Care,US Equity,Common stocks,Micro cap,28783663,"23,734",Analyze,Biotechnology,,,,,,,,,
HEPA,"Hepion Pharmaceuticals, Inc.",Health Care,US Equity,Common stocks,Micro cap,28746189,"251,746",Analyze,Biotechnology,,,,,,,,,
NHWK,"NightHawk Biosciences, Inc.",Health Care,US Equity,Common stocks,Micro cap,28740867,"78,984",Analyze,Biotechnology,,,,,,,,,
MTEM,Molecular Templates,Health Care,US Equity,Common stocks,Micro cap,28367419,"211,896",Analyze,Biotechnology,,,,,,,,,
AGLE,Aeglea Biotherapeutics Inc,Health Care,US Equity,Common stocks,Micro cap,27433941,"2,209,715",Analyze,Biotechnology,,,,,,,,,
STSA,"Satsuma Pharmaceuticals, Inc.",Health Care,US Equity,Common stocks,Micro cap,27302411,"2,246,268",Analyze,Biotechnology,,,,,,,,,
VTGN,"Vistagen Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,27136928,"5,909,961",Analyze,Biotechnology,,,,,,,,,
GLS,"Gelesis Holdings, Inc.",Health Care,US Equity,Common stocks,Micro cap,27022396,"143,266",Analyze,Biotechnology,,,,,,,,,
SPRB,"Spruce Biosciences, Inc.",Health Care,US Equity,Common stocks,Micro cap,26151878,"89,688",Analyze,Biotechnology,,,,,,,,,
ACER,Acer Therapeutics Inc.,Health Care,US Equity,Common stocks,Micro cap,25986681,"176,033",Analyze,Biotechnology,,,,,,,,,
ZIVO,Zivo Bioscience Inc.,Consumer Staples,US Equity,Common stocks,Micro cap,25904065,"7,905",Analyze,Biotechnology,,,,,,,,,
IMV,IMV Inc.,Health Care,US Equity,Common stocks,Micro cap,25822982,"86,636",Analyze,Biotechnology,,,,,,,,,
ANGN,Angion Biomedica Corp.,Health Care,US Equity,Common stocks,Micro cap,25596338,"73,983",Analyze,Biotechnology,,,,,,,,,
EVGN,Evogene Ltd.,Health Care,US Equity,Common stocks,Micro cap,25553885,"80,746",Analyze,Biotechnology,,,,,,,,,
ACHV,Achieve Life Sciences,Health Care,US Equity,Common stocks,Micro cap,25463279,"120,356",Analyze,Biotechnology,,,,,,,,,
APRE,"Aprea Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,25152763,"262,055",Analyze,Biotechnology,,,,,,,,,
NOVN,Novan Inc,Health Care,US Equity,Common stocks,Micro cap,24899487,"317,512",Analyze,Biotechnology,,,,,,,,,
CASI,"CASI Pharmaceuticals, Inc.",Health Care,US Equity,Common stocks,Micro cap,24763157,"27,385",Analyze,Biotechnology,,,,,,,,,
SIOX,Sio Gene Therapies Inc.,Health Care,US Equity,Common stocks,Micro cap,24411815,"374,883",Analyze,Biotechnology,,,,,,,,,
MIGI,Mawson Infrastructure Group Inc,Health Care,US Equity,Common stocks,Micro cap,24374930,"319,827",Analyze,Biotechnology,,,,,,,,,
MRKR,Marker Therapeutics Inc,Health Care,US Equity,Common stocks,Micro cap,23834128,"263,649",Analyze,Biotechnology,,,,,,,,,
ABVC,American BriVision (Holding) Corporation,Health Care,US Equity,Common stocks,Micro cap,23821600,"11,454",Analyze,Biotechnology,,,,,,,,,
SNGX,"Soligenix, Inc.",Health Care,US Equity,Common stocks,Micro cap,23342736,"58,391",Analyze,Biotechnology,,,,,,,,,
YMTX,"Yumanity Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,23341404,"179,642",Analyze,Biotechnology,,,,,,,,,
CDAK,"Codiak BioSciences, Inc.",Health Care,US Equity,Common stocks,Micro cap,23202664,"97,596",Analyze,Biotechnology,,,,,,,,,
NMTR,"9 Meters Biopharma, Inc.",Health Care,US Equity,Common stocks,Micro cap,23190311,"81,997",Analyze,Biotechnology,,,,,,,,,
HARP,"Harpoon Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,23009204,"193,546",Analyze,Biotechnology,,,,,,,,,
FWP,Forward Pharma ADRs,Health Care,US Equity,ADRs,Micro cap,22620880,"1,527",Analyze,Biotechnology,,,,,,,,,
CYAD,Celyad SA ADRs,Health Care,US Equity,ADRs,Micro cap,22593956,"3,960",Analyze,Biotechnology,,,,,,,,,
CMMB,Chemomab Therapeutics Ltd.  ADRs,Health Care,US Equity,ADRs,Micro cap,22590186,"108,948",Analyze,Biotechnology,,,,,,,,,
TNXP,Tonix Pharmaceuticals Holding Corp,Health Care,US Equity,Common stocks,Micro cap,22439154,"1,805,710",Analyze,Biotechnology,,,,,,,,,
RGLS,Regulus Therapeutics Inc,Health Care,US Equity,Common stocks,Micro cap,22244309,"33,294",Analyze,Biotechnology,,,,,,,,,
OGEN,Oragenics Inc,Health Care,US Equity,Common stocks,Micro cap,22229261,"276,226",Analyze,Biotechnology,,,,,,,,,
BYSI,Beyondspring Inc.,Health Care,US Equity,Common stocks,Micro cap,22181700,"131,358",Analyze,Biotechnology,,,,,,,,,
AGE,"Agex Therapeutics, Inc.",Health Care,US Equity,Common stocks,Micro cap,21629877,"24,389",Analyze,Biotechnology,,,,,,,,,
JSPR,"Jasper Therapeutics, Inc. - Class A",Health Care,US Equity,Common stocks,Micro cap,21613761,"26,252",Analyze,Biotechnology,,,,,,,,,
ELEV,"Elevation Oncology, Inc.",Health Care,US Equity,Common stocks,Micro cap,21494984,"38,010",Analyze,Biotechnology,,,,,,,,,
SYRS,Syros Pharmaceuticals Inc,Health Care,US Equity,Common stocks,Micro cap,21484804,"116,197",Analyze,Biotechnology,,,,,,,,,
CANF,Can-Fite BioPharma Ltd. ADRs,Health Care,US Equity,ADRs,Micro cap,21209404,"35,925",Analyze,Biotechnology,,,,,,,,,
CNTX,Context Therapeutics Inc.,Health Care,US Equity,Common stocks,Micro cap,21071997,"77,715",Analyze,Biotechnology,,,,,,,,,
LGVN,Longeveron Inc.,Health Care,US Equity,Common stocks,Micro cap,20266698,"97,455",Analyze,Biotechnology,,,,,,,,,
FBRX,"Forte Biosciences, Inc.",Health Care,US Equity,Common stocks,Micro cap,20138896,"34,600",Analyze,Biotechnology,,,,,,,,,
GOVX,"GeoVax Labs, Inc.",Health Care,US Equity,Common stocks,Micro cap,19624807,"411,264",Analyze,Biotechnology,,,,,,,,,
AMAM,Ambrx Biopharma Inc. ADRs,Health Care,US Equity,ADRs,Micro cap,19309177,"260,679",Analyze,Biotechnology,,,,,,,,,
AIM,AIM ImmunoTech Inc.,Health Care,US Equity,Common stocks,Micro cap,19094792,"134,162",Analyze,Biotechnology,,,,,,,,,
